number,value,datetime_start,datetime_complete,duration,params_baggingFraction,params_baggingFreq,params_featureFraction,params_lambdaL1,params_lambdaL2,params_learningRate,params_maxBin,params_maxDepth,params_minDataInLeaf,params_minGainToSplit,params_numLeaves,user_attrs_best_iteration,user_attrs_fit_seconds,user_attrs_test_auc,user_attrs_valid_auc,system_attrs_fixed_params,state
76,0.6917123681941036,2026-05-25 02:36:24.402920,2026-05-25 02:36:29.481578,0 days 00:00:05.078658,0.7080037416117521,3,0.7915866275852329,4.000971080210409e-06,9.187116939933136e-08,0.05771944224292564,63,-1,20,0.18395093856823738,15,91,4.934027671813965,0.6988613885275975,0.6917123681941036,,COMPLETE
77,0.6924878846579062,2026-05-25 02:36:29.598009,2026-05-25 02:36:34.481352,0 days 00:00:04.883343,0.7200066719569683,3,0.7730135786882877,3.264878124796975e-05,5.775604385971115e-05,0.09735023741801063,127,8,20,0.21217051766528927,31,37,4.742713928222656,0.6989861208512248,0.6924878846579062,,COMPLETE
78,0.6907856347204929,2026-05-25 02:36:34.595932,2026-05-25 02:36:39.626633,0 days 00:00:05.030701,0.7478032881659437,3,0.7736768385817225,1.5137670780648858e-05,2.189295231171534e-05,0.08916991696299406,127,8,20,0.20285549870174213,31,44,4.900720834732056,0.6964661363258648,0.6907856347204929,,COMPLETE
79,0.6911673605131843,2026-05-25 02:36:39.716251,2026-05-25 02:36:44.251844,0 days 00:00:04.535593,0.7199520375227457,3,0.7556325156614352,4.297980856608836e-05,5.0043983643145284e-05,0.11987111889020995,127,8,20,0.14396167224831785,31,4,4.418287992477417,0.6986805093823929,0.6911673605131843,,COMPLETE
80,0.6924721075092033,2026-05-25 02:36:44.343054,2026-05-25 02:36:49.545377,0 days 00:00:05.202323,0.7305768697197053,3,0.7179092874288207,7.214402899094547e-06,0.0025667036672016516,0.03913249342063075,127,8,20,0.40810870031797664,31,93,5.097245216369629,0.6993559988358318,0.6924721075092033,,COMPLETE
81,0.6906570973619448,2026-05-25 02:36:49.634726,2026-05-25 02:36:54.255270,0 days 00:00:04.620544,0.7323883443090695,3,0.7175520812372848,6.9836492900034595e-06,0.0018548980778816085,0.13320125939863683,127,8,20,0.4074853320002696,31,11,4.505844354629517,0.7020864619590025,0.6906570973619448,,COMPLETE
82,0.6915653274883636,2026-05-25 02:36:54.342108,2026-05-25 02:36:59.339722,0 days 00:00:04.997614,0.7187284710407555,3,0.7333133104078023,3.456560635106894e-06,0.0003456928049713574,0.03776129951391357,127,8,20,0.2801575356942628,31,61,4.883392333984375,0.700801304402959,0.6915653274883636,,COMPLETE
83,0.6910041366291797,2026-05-25 02:36:59.429939,2026-05-25 02:37:04.393845,0 days 00:00:04.963906,0.7289973178558531,3,0.706936101126571,1.3781271992718106e-06,0.0029749604958426135,0.04599079303625501,127,8,20,0.2370449403567787,31,44,4.845274209976196,0.7002469193246764,0.6910041366291797,,COMPLETE
84,0.6922928164553803,2026-05-25 02:37:04.487344,2026-05-25 02:37:09.996050,0 days 00:00:05.508706,0.9265567816941449,3,0.7427399090515425,2.7284756434007115e-05,0.0006396899963355206,0.04119861532430291,127,8,20,0.3145371466391932,31,116,5.391937732696533,0.6987923423336784,0.6922928164553803,,COMPLETE
85,0.6887870412068962,2026-05-25 02:37:10.086253,2026-05-25 02:37:15.511417,0 days 00:00:05.425164,0.7521200245019781,3,0.7200736174332187,7.0111928850051595e-06,7.966256563300457e-06,0.07311702346607761,127,8,20,0.16716873428221285,31,114,5.266342639923096,0.6925377591694095,0.6887870412068962,,COMPLETE
86,0.6910940431750955,2026-05-25 02:37:15.604545,2026-05-25 02:37:20.942482,0 days 00:00:05.337937,0.7387323423429144,3,0.7491188272747465,7.321708707026361e-07,0.00010549113875789001,0.027654786734691662,127,4,20,0.1097293129649673,31,251,5.218313455581665,0.7000462880155732,0.6910940431750955,,COMPLETE
87,0.6932647932230649,2026-05-25 02:37:21.040734,2026-05-25 02:37:26.476110,0 days 00:00:05.435376,0.7085597625657634,3,0.8130545774996455,3.3756595701254614e-05,0.0009971395765457438,0.05605418869778302,127,8,20,0.5576270360962178,31,75,5.316224813461304,0.6964419500027239,0.6932647932230649,,COMPLETE
88,0.6880197033385607,2026-05-25 02:37:26.554650,2026-05-25 02:37:31.588178,0 days 00:00:05.033528,0.7086022702814181,3,0.8250871225282548,7.188797489956251e-05,0.001104819141933724,0.07990678632815713,127,-1,20,0.5555993549786757,31,20,4.926645994186401,0.6985338941949715,0.6880197033385607,,COMPLETE
89,0.6890034549635488,2026-05-25 02:37:31.666689,2026-05-25 02:37:36.968556,0 days 00:00:05.301867,0.7172514049036443,0,0.7961049019862356,0.00016762965720994654,0.00019604412748414564,0.0303881709804425,127,10,20,0.1978193852082573,31,112,5.187015056610107,0.6995492014885415,0.6890034549635488,,COMPLETE
90,0.6911714208088062,2026-05-25 02:37:37.063730,2026-05-25 02:37:42.091670,0 days 00:00:05.027940,0.7239309501978773,3,0.815116983310957,3.535023879839897e-05,1.929355685264655e-06,0.10593422008905368,127,8,20,0.0506930027608891,31,87,4.900781869888306,0.6948252094737137,0.6911714208088062,,COMPLETE
91,0.6918003606006545,2026-05-25 02:37:42.180125,2026-05-25 02:37:47.640005,0 days 00:00:05.459880,0.7067586864784742,3,0.8096017025509598,1.4281967583997619e-05,0.009995111231575557,0.035265253190903324,127,8,20,0.4108827594508785,31,155,5.341796398162842,0.6983621137141865,0.6918003606006545,,COMPLETE
92,0.6935068448463594,2026-05-25 02:37:47.728750,2026-05-25 02:37:53.443137,0 days 00:00:05.714387,0.7001107608151094,3,0.8472675060306939,7.279480676548375e-06,1.3332606781811402e-05,0.05595072070655106,127,8,20,0.25927932146924415,31,140,5.587612867355347,0.6916595652934555,0.6935068448463594,,COMPLETE
93,0.6905985130965415,2026-05-25 02:37:53.526328,2026-05-25 02:37:58.845763,0 days 00:00:05.319435,0.7140593463152277,3,0.8476146799438685,1.6804851259575546e-06,1.737552382740287e-05,0.05913511800050784,127,8,20,0.22693640552874428,31,75,5.2099878787994385,0.6988283914724555,0.6905985130965415,,COMPLETE
94,0.6946285885182728,2026-05-25 02:37:58.934854,2026-05-25 02:38:04.808475,0 days 00:00:05.873621,0.7048620183175441,3,0.8635028400784145,3.0231797409130616e-06,5.013265504302418e-06,0.06525068117345854,127,8,20,0.12237594678860633,31,177,5.7570717334747314,0.691324469544985,0.6946285885182728,,COMPLETE
95,0.6916903845935215,2026-05-25 02:38:04.901511,2026-05-25 02:38:11.070881,0 days 00:00:06.169370,0.7010514758467306,3,0.8702611497610493,3.3119547801737795e-06,4.987878798862205e-06,0.0570194488818575,63,10,20,0.12270920342939998,127,54,6.064626455307007,0.6901882306357099,0.6916903845935215,,COMPLETE
96,0.689270332394361,2026-05-25 02:38:11.151201,2026-05-25 02:38:15.731785,0 days 00:00:04.580584,0.859818901628569,3,0.890006695803229,5.123547495608143e-07,9.944526475319208e-06,0.0702390155988685,127,4,100,0.10006047281075162,31,50,4.463758945465088,0.6978749896488295,0.689270332394361,,COMPLETE
97,0.6903648720856066,2026-05-25 02:38:15.822140,2026-05-25 02:38:21.191796,0 days 00:00:05.369656,0.706866471624756,1,0.8332367719951367,1.0428026715494161e-06,3.5539460983177345e-06,0.048577285671783495,127,10,20,0.071180595262197,15,207,5.255446434020996,0.6962408580017514,0.6903648720856066,,COMPLETE
98,0.6899684132202297,2026-05-25 02:38:21.280679,2026-05-25 02:38:26.257191,0 days 00:00:04.976512,0.713338058285868,3,0.8620240589582341,2.167511555582176e-07,3.7848178851440074e-05,0.055745603466710626,127,8,20,0.1569245305432666,31,55,4.86174464225769,0.6994107635818009,0.6899684132202297,,COMPLETE
99,0.6884594333544237,2026-05-25 02:38:26.356541,2026-05-25 02:38:32.223496,0 days 00:00:05.866955,0.7000751534361458,3,0.8831915032211669,5.315538159912255e-06,4.5056476929994016e-07,0.06294604729211184,127,10,20,0.26082900983386104,31,211,5.758579969406128,0.6870693466801913,0.6884594333544237,,COMPLETE
